"ensembl_gene_id","symbol"
"ENSG00000116016","EPAS1"
"ENSG00000116062","MSH6"
"ENSG00000116095","PLEKHA3"
"ENSG00000116120","FARSB"
"ENSG00000116128","BCL9"
"ENSG00000116161","CACYBP"
"ENSG00000116171","SCP2"
"ENSG00000116198","CEP104"
"ENSG00000116199","FAM20B"
"ENSG00000116205","TCEANC2"
"ENSG00000116209","TMEM59"
"ENSG00000116212","LRRC42"
"ENSG00000116213","WRAP73"
"ENSG00000116221","MRPL37"
"ENSG00000116237","ICMT"
"ENSG00000116251","RPL22"
"ENSG00000116260","QSOX1"
"ENSG00000116266","STXBP3"
"ENSG00000116285","ERRFI1"
"ENSG00000116350","SRSF4"
"ENSG00000116353","MECR"
"ENSG00000116455","WDR77"
"ENSG00000116459","ATP5PB"
"ENSG00000116473","RAP1A"
"ENSG00000116478","HDAC1"
"ENSG00000116489","CAPZA1"
"ENSG00000116497","S100PBP"
"ENSG00000116514","RNF19B"
"ENSG00000116521","SCAMP3"
"ENSG00000116539","ASH1L"
"ENSG00000116560","SFPQ"
"ENSG00000116580","GON4L"
"ENSG00000116584","ARHGEF2"
"ENSG00000116641","DOCK7"
"ENSG00000116649","SRM"
"ENSG00000116663","FBXO6"
"ENSG00000116668","SWT1"
"ENSG00000116670","MAD2L2"
"ENSG00000116679","IVNS1ABP"
"ENSG00000116685","KIAA2013"
"ENSG00000116688","MFN2"
"ENSG00000116698","SMG7"
"ENSG00000116731","PRDM2"
"ENSG00000116747","RO60"
"ENSG00000116750","UCHL5"
"ENSG00000116752","BCAS2"
"ENSG00000116754","SRSF11"
"ENSG00000116786","PLEKHM2"
"ENSG00000116791","CRYZ"
"ENSG00000116793","PHTF1"
"ENSG00000116863","ADPRS"
"ENSG00000116874","WARS2"
"ENSG00000116898","MRPS15"
"ENSG00000116906","GNPAT"
"ENSG00000116918","TSNAX"
"ENSG00000116954","RRAGC"
"ENSG00000116977","LGALS8"
"ENSG00000117000","RLF"
"ENSG00000117054","ACADM"
"ENSG00000117118","SDHB"
"ENSG00000117133","RPF1"
"ENSG00000117139","KDM5B"
"ENSG00000117143","UAP1"
"ENSG00000117151","CTBS"
"ENSG00000117153","KLHL12"
"ENSG00000117155","SSX2IP"
"ENSG00000117174","ZNHIT6"
"ENSG00000117222","RBBP5"
"ENSG00000117280","RAB29"
"ENSG00000117298","ECE1"
"ENSG00000117305","HMGCL"
"ENSG00000117308","GALE"
"ENSG00000117335","CD46"
"ENSG00000117360","PRPF3"
"ENSG00000117362","APH1A"
"ENSG00000117385","P3H1"
"ENSG00000117394","SLC2A1"
"ENSG00000117395","EBNA1BP2"
"ENSG00000117408","IPO13"
"ENSG00000117410","ATP6V0B"
"ENSG00000117411","B4GALT2"
"ENSG00000117419","ERI3"
"ENSG00000117448","AKR1A1"
"ENSG00000117475","BLZF1"
"ENSG00000117500","TMED5"
"ENSG00000117519","CNN3"
"ENSG00000117528","ABCD3"
"ENSG00000117533","VAMP4"
"ENSG00000117543","DPH5"
"ENSG00000117569","PTBP2"
"ENSG00000117592","PRDX6"
"ENSG00000117593","DARS2"
"ENSG00000117597","UTP25"
"ENSG00000117602","RCAN3"
"ENSG00000117614","SYF2"
"ENSG00000117616","RSRP1"
"ENSG00000117625","RCOR3"
"ENSG00000117632","STMN1"
"ENSG00000117640","MTFR1L"
"ENSG00000117682","DHDDS"
"ENSG00000117691","NENF"
"ENSG00000117697","NSL1"
"ENSG00000117713","ARID1A"
"ENSG00000117748","RPA2"
"ENSG00000117758","STX12"
"ENSG00000117859","OSBPL9"
"ENSG00000117862","TXNDC12"
"ENSG00000117868","ESYT2"
"ENSG00000117899","MESD"
"ENSG00000117906","RCN2"
"ENSG00000118007","STAG1"
"ENSG00000118096","IFT46"
"ENSG00000118162","KPTN"
"ENSG00000118197","DDX59"
"ENSG00000118217","ATF6"
"ENSG00000118246","FASTKD2"
"ENSG00000118260","CREB1"
"ENSG00000118412","CASP8AP2"
"ENSG00000118418","HMGN3"
"ENSG00000118454","ANKRD13C"
"ENSG00000118482","PHF3"
"ENSG00000118496","FBXO30"
"ENSG00000118507","AKAP7"
"ENSG00000118515","SGK1"
"ENSG00000118518","RNF146"
"ENSG00000118564","FBXL5"
"ENSG00000118579","MED28"
"ENSG00000118705","RPN2"
"ENSG00000118762","PKD2"
"ENSG00000118816","CCNI"
"ENSG00000118855","MFSD1"
"ENSG00000118873","RAB3GAP2"
"ENSG00000118900","UBN1"
"ENSG00000118961","LDAH"
"ENSG00000119041","GTF3C3"
"ENSG00000119048","UBE2B"
"ENSG00000119139","TJP2"
"ENSG00000119185","ITGB1BP1"
"ENSG00000119203","CPSF3"
"ENSG00000119231","SENP5"
"ENSG00000119285","HEATR1"
"ENSG00000119318","RAD23B"
"ENSG00000119321","FKBP15"
"ENSG00000119326","CTNNAL1"
"ENSG00000119328","ABITRAM"
"ENSG00000119383","PTPA"
"ENSG00000119396","RAB14"
"ENSG00000119401","TRIM32"
"ENSG00000119402","FBXW2"
"ENSG00000119408","NEK6"
"ENSG00000119414","PPP6C"
"ENSG00000119446","RBM18"
"ENSG00000119471","HSDL2"
"ENSG00000119487","MAPKAP1"
"ENSG00000119522","DENND1A"
"ENSG00000119523","ALG2"
"ENSG00000119537","KDSR"
"ENSG00000119541","VPS4B"
"ENSG00000119596","YLPM1"
"ENSG00000119616","FCF1"
"ENSG00000119632","IFI27L2"
"ENSG00000119638","NEK9"
"ENSG00000119650","IFT43"
"ENSG00000119655","NPC2"
"ENSG00000119684","MLH3"
"ENSG00000119685","TTLL5"
"ENSG00000119688","ABCD4"
"ENSG00000119689","DLST"
"ENSG00000119705","SLIRP"
"ENSG00000119707","RBM25"
"ENSG00000119711","ALDH6A1"
"ENSG00000119718","EIF2B2"
"ENSG00000119720","NRDE2"
"ENSG00000119723","COQ6"
"ENSG00000119725","ZNF410"
"ENSG00000119729","RHOQ"
"ENSG00000119777","TMEM214"
"ENSG00000119787","ATL2"
"ENSG00000119812","FAM98A"
"ENSG00000119820","YIPF4"
"ENSG00000119844","AFTPH"
"ENSG00000119912","IDE"
"ENSG00000119917","IFIT3"
"ENSG00000119929","CUTC"
"ENSG00000119950","MXI1"
"ENSG00000119953","SMNDC1"
"ENSG00000119965","C10orf88"
"ENSG00000119979","DENND10"
"ENSG00000119986","AVPI1"
"ENSG00000120008","WDR11"
"ENSG00000120029","ARMH3"
"ENSG00000120053","GOT1"
"ENSG00000120063","GNA13"
"ENSG00000120071","KANSL1"
"ENSG00000120137","PANK3"
"ENSG00000120158","RCL1"
"ENSG00000120159","CAAP1"
"ENSG00000120265","PCMT1"
"ENSG00000120306","CYSTM1"
"ENSG00000120314","WDR55"
"ENSG00000120333","MRPS14"
"ENSG00000120370","GORAB"
"ENSG00000120437","ACAT2"
"ENSG00000120438","TCP1"
"ENSG00000120451","SNX19"
"ENSG00000120458","MSANTD2"
"ENSG00000120509","PDZD11"
"ENSG00000120526","NUDCD1"
"ENSG00000120616","EPC1"
"ENSG00000120647","CCDC77"
"ENSG00000120656","TAF12"
"ENSG00000120662","MTRF1"
"ENSG00000120675","DNAJC15"
"ENSG00000120685","PROSER1"
"ENSG00000120688","WBP4"
"ENSG00000120690","ELF1"
"ENSG00000120694","HSPH1"
"ENSG00000120697","ALG5"
"ENSG00000120699","EXOSC8"
"ENSG00000120705","ETF1"
"ENSG00000120709","FAM53C"
"ENSG00000120725","SIL1"
"ENSG00000120733","KDM3B"
"ENSG00000120742","SERP1"
"ENSG00000120798","NR2C1"
"ENSG00000120800","UTP20"
"ENSG00000120802","TMPO"
"ENSG00000120805","ARL1"
"ENSG00000120832","MTERF2"
"ENSG00000120837","NFYB"
"ENSG00000120860","WASHC3"
"ENSG00000120885","CLU"
"ENSG00000120910","PPP3CC"
"ENSG00000120925","RNF170"
"ENSG00000120948","TARDBP"
"ENSG00000120963","ZNF706"
"ENSG00000121022","COPS5"
"ENSG00000121039","RDH10"
"ENSG00000121057","AKAP1"
"ENSG00000121064","SCPEP1"
"ENSG00000121067","SPOP"
"ENSG00000121073","SLC35B1"
"ENSG00000121274","TENT4B"
"ENSG00000121289","CEP89"
"ENSG00000121350","PYROXD1"
"ENSG00000121390","PSPC1"
"ENSG00000121417","ZNF211"
"ENSG00000121481","RNF2"
"ENSG00000121486","TRMT1L"
"ENSG00000121542","SEC22A"
"ENSG00000121578","B4GALT4"
"ENSG00000121579","NAA50"
"ENSG00000121671","CRY2"
"ENSG00000121691","CAT"
"ENSG00000121741","ZMYM2"
"ENSG00000121749","TBC1D15"
"ENSG00000121766","ZCCHC17"
"ENSG00000121774","KHDRBS1"
"ENSG00000121775","TMEM39B"
"ENSG00000121858","TNFSF10"
"ENSG00000121864","ZNF639"
"ENSG00000121879","PIK3CA"
"ENSG00000121892","PDS5A"
"ENSG00000121897","LIAS"
"ENSG00000121931","LRIF1"
"ENSG00000121940","CLCC1"
"ENSG00000121964","GTDC1"
"ENSG00000122026","RPL21"
"ENSG00000122033","MTIF3"
"ENSG00000122034","GTF3A"
"ENSG00000122042","UBL3"
"ENSG00000122085","MTERF4"
"ENSG00000122126","OCRL"
"ENSG00000122203","KIAA1191"
"ENSG00000122218","COPA"
"ENSG00000122257","RBBP6"
"ENSG00000122299","ZC3H7A"
"ENSG00000122335","SERAC1"
"ENSG00000122359","ANXA11"
"ENSG00000122378","PRXL2A"
"ENSG00000122390","NAA60"
"ENSG00000122406","RPL5"
"ENSG00000122417","ODF2L"
"ENSG00000122435","TRMT13"
"ENSG00000122481","RWDD3"
"ENSG00000122482","ZNF644"
"ENSG00000122484","RPAP2"
"ENSG00000122507","BBS9"
"ENSG00000122512","PMS2"
"ENSG00000122515","ZMIZ2"
"ENSG00000122545","SEPTIN7"
"ENSG00000122550","KLHL7"
"ENSG00000122557","HERPUD2"
"ENSG00000122566","HNRNPA2B1"
"ENSG00000122642","FKBP9"
"ENSG00000122643","NT5C3A"
"ENSG00000122674","CCZ1"
"ENSG00000122692","SMU1"
"ENSG00000122696","SLC25A51"
"ENSG00000122705","CLTA"
"ENSG00000122729","ACO1"
"ENSG00000122741","DCAF10"
"ENSG00000122779","TRIM24"
"ENSG00000122786","CALD1"
"ENSG00000122882","ECD"
"ENSG00000122884","P4HA1"
"ENSG00000122912","SLC25A16"
"ENSG00000122958","VPS26A"
"ENSG00000122965","RBM19"
"ENSG00000123064","DDX54"
"ENSG00000123066","MED13L"
"ENSG00000123091","RNF11"
"ENSG00000123106","CCDC91"
"ENSG00000123124","WWP1"
"ENSG00000123130","ACOT9"
"ENSG00000123131","PRDX4"
"ENSG00000123136","DDX39A"
"ENSG00000123143","PKN1"
"ENSG00000123144","TRIR"
"ENSG00000123178","SPRYD7"
"ENSG00000123179","EBPL"
"ENSG00000123200","ZC3H13"
"ENSG00000123213","NLN"
"ENSG00000123297","TSFM"
"ENSG00000123349","PFDN5"
"ENSG00000123352","SPATS2"
"ENSG00000123353","ORMDL2"
"ENSG00000123395","ATG101"
"ENSG00000123444","KBTBD4"
"ENSG00000123505","AMD1"
"ENSG00000123575","FAM199X"
"ENSG00000123595","RAB9A"
"ENSG00000123600","METTL8"
"ENSG00000123728","RAP2C"
"ENSG00000123737","EXOSC9"
"ENSG00000123983","ACSL3"
"ENSG00000124067","SLC12A4"
"ENSG00000124155","PIGT"
"ENSG00000124160","NCOA5"
"ENSG00000124164","VAPB"
"ENSG00000124181","PLCG1"
"ENSG00000124201","ZNFX1"
"ENSG00000124207","CSE1L"
"ENSG00000124209","RAB22A"
"ENSG00000124214","STAU1"
"ENSG00000124217","MOCS3"
"ENSG00000124228","DDX27"
"ENSG00000124275","MTRR"
"ENSG00000124279","FASTKD3"
"ENSG00000124299","PEPD"
"ENSG00000124333","VAMP7"
"ENSG00000124356","STAMBP"
"ENSG00000124357","NAGK"
"ENSG00000124383","MPHOSPH10"
"ENSG00000124422","USP22"
"ENSG00000124444","ZNF576"
"ENSG00000124486","USP9X"
"ENSG00000124523","SIRT5"
"ENSG00000124532","MRS2"
"ENSG00000124541","RRP36"
"ENSG00000124562","SNRPC"
"ENSG00000124571","XPO5"
"ENSG00000124574","ABCC10"
"ENSG00000124587","PEX6"
"ENSG00000124596","OARD1"
"ENSG00000124659","TBCC"
"ENSG00000124688","MAD2L1BP"
"ENSG00000124702","KLHDC3"
"ENSG00000124733","MEA1"
"ENSG00000124767","GLO1"
"ENSG00000124783","SSR1"
"ENSG00000124784","RIOK1"
"ENSG00000124789","NUP153"
"ENSG00000124802","EEF1E1"
"ENSG00000124831","LRRFIP1"
"ENSG00000125037","EMC3"
"ENSG00000125107","CNOT1"
"ENSG00000125124","BBS2"
"ENSG00000125149","PHAF1"
"ENSG00000125166","GOT2"
"ENSG00000125246","CLYBL"
"ENSG00000125247","TMTC4"
"ENSG00000125304","TM9SF2"
"ENSG00000125347","IRF1"
"ENSG00000125351","UPF3B"
"ENSG00000125375","DMAC2L"
"ENSG00000125386","FAM193A"
"ENSG00000125447","GGA3"
"ENSG00000125450","NUP85"
"ENSG00000125457","MIF4GD"
"ENSG00000125485","DDX31"
"ENSG00000125611","CHCHD5"
"ENSG00000125629","INSIG2"
"ENSG00000125630","POLR1B"
"ENSG00000125633","CCDC93"
"ENSG00000125676","THOC2"
"ENSG00000125703","ATG4C"
"ENSG00000125733","TRIP10"
"ENSG00000125743","SNRPD2"
"ENSG00000125753","VASP"
"ENSG00000125772","GPCPD1"
"ENSG00000125779","PANK2"
"ENSG00000125818","PSMF1"
"ENSG00000125826","RBCK1"
"ENSG00000125827","TMX4"
"ENSG00000125835","SNRPB"
"ENSG00000125844","RRBP1"
"ENSG00000125846","ZNF133"
"ENSG00000125863","MKKS"
"ENSG00000125871","MGME1"
"ENSG00000125875","TBC1D20"
"ENSG00000125885","MCM8"
"ENSG00000125944","HNRNPR"
"ENSG00000125952","MAX"
"ENSG00000125970","RALY"
"ENSG00000125971","DYNLRB1"
"ENSG00000125991","ERGIC3"
"ENSG00000126001","CEP250"
"ENSG00000126012","KDM5C"
"ENSG00000126062","TMEM115"
"ENSG00000126067","PSMB2"
"ENSG00000126088","UROD"
"ENSG00000126107","HECTD3"
"ENSG00000126214","KLC1"
"ENSG00000126216","TUBGCP3"
"ENSG00000126226","PCID2"
"ENSG00000126247","CAPNS1"
"ENSG00000126254","RBM42"
"ENSG00000126261","UBA2"
"ENSG00000126351","THRA"
"ENSG00000126368","NR1D1"
"ENSG00000126456","IRF3"
"ENSG00000126457","PRMT1"
"ENSG00000126524","SBDS"
"ENSG00000126581","BECN1"
"ENSG00000126602","TRAP1"
"ENSG00000126709","IFI6"
"ENSG00000126746","ZNF384"
"ENSG00000126749","EMG1"
"ENSG00000126756","UXT"
"ENSG00000126768","TIMM17B"
"ENSG00000126775","ATG14"
"ENSG00000126777","KTN1"
"ENSG00000126790","L3HYPDH"
"ENSG00000126804","ZBTB1"
"ENSG00000126814","TRMT5"
"ENSG00000126821","SGPP1"
"ENSG00000126858","RHOT1"
"ENSG00000126870","DYNC2I1"
"ENSG00000126883","NUP214"
"ENSG00000126934","MAP2K2"
"ENSG00000126970","ZC4H2"
"ENSG00000127022","CANX"
"ENSG00000127054","INTS11"
"ENSG00000127080","IPPK"
"ENSG00000127337","YEATS4"
"ENSG00000127415","IDUA"
"ENSG00000127445","PIN1"
"ENSG00000127463","EMC1"
"ENSG00000127481","UBR4"
"ENSG00000127483","HP1BP3"
"ENSG00000127511","SIN3B"
"ENSG00000127527","EPS15L1"
"ENSG00000127603","MACF1"
"ENSG00000127774","EMC6"
"ENSG00000127804","METTL16"
"ENSG00000127837","AAMP"
"ENSG00000127870","RNF6"
"ENSG00000127884","ECHS1"
"ENSG00000127914","AKAP9"
"ENSG00000127947","PTPN12"
"ENSG00000127948","POR"
"ENSG00000127980","PEX1"
"ENSG00000127989","MTERF1"
"ENSG00000127995","CASD1"
"ENSG00000128000","ZNF780B"
"ENSG00000128039","SRD5A3"
"ENSG00000128050","PAICS"
"ENSG00000128059","PPAT"
"ENSG00000128191","DGCR8"
"ENSG00000128272","ATF4"
"ENSG00000128463","EMC4"
"ENSG00000128513","POT1"
"ENSG00000128524","ATP6V1F"
"ENSG00000128563","PRKRIP1"
"ENSG00000128585","MKLN1"
"ENSG00000128595","CALU"
"ENSG00000128654","MTX2"
"ENSG00000128699","ORMDL1"
"ENSG00000128708","HAT1"
"ENSG00000128739","SNRPN"
"ENSG00000128791","TWSG1"
"ENSG00000128829","EIF2AK4"
"ENSG00000128891","CCDC32"
"ENSG00000128908","INO80"
"ENSG00000128915","ICE2"
"ENSG00000128923","MINDY2"
"ENSG00000128928","IVD"
"ENSG00000128951","DUT"
"ENSG00000128973","CLN6"
"ENSG00000129071","MBD4"
"ENSG00000129083","COPB1"
"ENSG00000129084","PSMA1"
"ENSG00000129128","SPCS3"
"ENSG00000129158","SERGEF"
"ENSG00000129187","DCTD"
"ENSG00000129235","TXNDC17"
"ENSG00000129245","FXR2"
"ENSG00000129250","KIF1C"
"ENSG00000129255","MPDU1"
"ENSG00000129292","PHF20L1"
"ENSG00000129317","PUS7L"
"ENSG00000129347","KRI1"
"ENSG00000129351","ILF3"
"ENSG00000129353","SLC44A2"
"ENSG00000129460","NGDN"
"ENSG00000129472","RAB2B"
"ENSG00000129480","DTD2"
"ENSG00000129484","PARP2"
"ENSG00000129493","HEATR5A"
"ENSG00000129515","SNX6"
"ENSG00000129518","EAPP"
"ENSG00000129559","NEDD8"
"ENSG00000129562","DAD1"
"ENSG00000129566","TEP1"
"ENSG00000129625","REEP5"
"ENSG00000129636","ITFG1"
"ENSG00000129657","SEC14L1"
"ENSG00000129675","ARHGEF6"
"ENSG00000129691","ASH2L"
"ENSG00000129696","TTI2"
"ENSG00000130021","PUDP"
"ENSG00000130023","ERMARD"
"ENSG00000130024","PHF10"
"ENSG00000130066","SAT1"
"ENSG00000130150","MOSPD2"
"ENSG00000130159","ECSIT"
"ENSG00000130165","ELOF1"
"ENSG00000130175","PRKCSH"
"ENSG00000130177","CDC16"
"ENSG00000130227","XPO7"
"ENSG00000130254","SAFB2"
"ENSG00000130305","NSUN5"
"ENSG00000130311","DDA1"
"ENSG00000130313","PGLS"
"ENSG00000130340","SNX9"
"ENSG00000130347","RTN4IP1"
"ENSG00000130348","QRSL1"
"ENSG00000130363","RSPH3"
"ENSG00000130396","AFDN"
"ENSG00000130402","ACTN4"
"ENSG00000130414","NDUFA10"
"ENSG00000130520","LSM4"
"ENSG00000130560","UBAC1"
"ENSG00000130638","ATXN10"
"ENSG00000130640","TUBGCP2"
"ENSG00000130695","CEP85"
"ENSG00000130699","TAF4"
"ENSG00000130703","OSBPL2"
"ENSG00000130706","ADRM1"
"ENSG00000130713","EXOSC2"
"ENSG00000130714","POMT1"
"ENSG00000130717","UCK1"
"ENSG00000130724","CHMP2A"
"ENSG00000130725","UBE2M"
"ENSG00000130726","TRIM28"
"ENSG00000130733","YIPF2"
"ENSG00000130741","EIF2S3"
"ENSG00000130764","LRRC47"
"ENSG00000130770","ATP5IF1"
"ENSG00000130772","MED18"
"ENSG00000130779","CLIP1"
"ENSG00000130821","SLC6A8"
"ENSG00000130826","DKC1"
"ENSG00000130830","MPP1"
"ENSG00000130844","ZNF331"
"ENSG00000130921","MTRFR"
"ENSG00000130935","NOL11"
"ENSG00000130939","UBE4B"
"ENSG00000130956","HABP4"
"ENSG00000130985","UBA1"
"ENSG00000131043","AAR2"
"ENSG00000131051","RBM39"
"ENSG00000131069","ACSS2"
"ENSG00000131089","ARHGEF9"
"ENSG00000131115","ZNF227"
"ENSG00000131116","ZNF428"
"ENSG00000131143","COX4I1"
"ENSG00000131165","CHMP1A"
"ENSG00000131171","SH3BGRL"
"ENSG00000131174","COX7B"
"ENSG00000131238","PPT1"
"ENSG00000131263","RLIM"
"ENSG00000131269","ABCB7"
"ENSG00000131323","TRAF3"
"ENSG00000131351","HAUS8"
"ENSG00000131370","SH3BP5"
"ENSG00000131373","HACL1"
"ENSG00000131374","TBC1D5"
"ENSG00000131375","CAPN7"
"ENSG00000131389","SLC6A6"
"ENSG00000131408","NR1H2"
"ENSG00000131437","KIF3A"
"ENSG00000131462","TUBG1"
"ENSG00000131467","PSME3"
"ENSG00000131473","ACLY"
"ENSG00000131475","VPS25"
"ENSG00000131503","ANKHD1"
"ENSG00000131504","DIAPH1"
"ENSG00000131507","NDFIP1"
"ENSG00000131508","UBE2D2"
"ENSG00000131626","PPFIA1"
"ENSG00000131652","THOC6"
"ENSG00000131653","TRAF7"
"ENSG00000131724","IL13RA1"
"ENSG00000131725","WDR44"
"ENSG00000131732","ZCCHC9"
"ENSG00000131748","STARD3"
"ENSG00000131778","CHD1L"
"ENSG00000131791","PRKAB2"
"ENSG00000131828","PDHA1"
"ENSG00000131844","MCCC2"
"ENSG00000131871","SELENOS"
"ENSG00000131876","SNRPA1"
"ENSG00000131931","THAP1"
"ENSG00000131966","ACTR10"
"ENSG00000131981","LGALS3"
"ENSG00000132002","DNAJB1"
"ENSG00000132128","LRRC41"
"ENSG00000132153","DHX30"
"ENSG00000132155","RAF1"
"ENSG00000132196","HSD17B7"
"ENSG00000132199","ENOSF1"
"ENSG00000132254","ARFIP2"
"ENSG00000132274","TRIM22"
"ENSG00000132275","RRP8"
"ENSG00000132294","EFR3A"
"ENSG00000132300","PTCD3"
"ENSG00000132305","IMMT"
"ENSG00000132313","MRPL35"
"ENSG00000132323","ILKAP"
"ENSG00000132326","PER2"
"ENSG00000132330","SCLY"
"ENSG00000132356","PRKAA1"
"ENSG00000132376","INPP5K"
"ENSG00000132383","RPA1"
"ENSG00000132386","SERPINF1"
"ENSG00000132388","UBE2G1"
"ENSG00000132406","TMEM128"
"ENSG00000132423","COQ3"
"ENSG00000132424","PNISR"
"ENSG00000132432","SEC61G"
"ENSG00000132434","LANCL2"
"ENSG00000132463","GRSF1"
"ENSG00000132466","ANKRD17"
"ENSG00000132467","UTP3"
"ENSG00000132471","WBP2"
"ENSG00000132485","ZRANB2"
"ENSG00000132522","GPS2"
"ENSG00000132549","VPS13B"
"ENSG00000132570","PCBD2"
"ENSG00000132589","FLOT2"
"ENSG00000132591","ERAL1"
"ENSG00000132600","PRMT7"
"ENSG00000132604","TERF2"
"ENSG00000132612","VPS4A"
"ENSG00000132635","PCED1A"
"ENSG00000132640","BTBD3"
"ENSG00000132646","PCNA"
"ENSG00000132664","POLR3F"
"ENSG00000132670","PTPRA"
"ENSG00000132676","DAP3"
"ENSG00000132680","KHDC4"
"ENSG00000132694","ARHGEF11"
"ENSG00000132716","DCAF8"
"ENSG00000132740","IGHMBP2"
"ENSG00000132768","DPH2"
"ENSG00000132773","TOE1"
"ENSG00000132780","NASP"
"ENSG00000132792","CTNNBL1"
"ENSG00000132823","OSER1"
"ENSG00000132824","SERINC3"
"ENSG00000132842","AP3B1"
"ENSG00000132906","CASP9"
"ENSG00000132912","DCTN4"
"ENSG00000132952","USPL1"
"ENSG00000132953","XPO4"
"ENSG00000132964","CDK8"
"ENSG00000133030","MPRIP"
"ENSG00000133103","COG6"
"ENSG00000133104","SPART"
"ENSG00000133111","RFXAP"
"ENSG00000133226","SRRM1"
"ENSG00000133275","CSNK1G2"
"ENSG00000133316","WDR74"
"ENSG00000133318","RTN3"
"ENSG00000133398","MED10"
"ENSG00000133422","MORC2"
"ENSG00000133597","ADCK2"
"ENSG00000133606","MKRN1"
"ENSG00000133627","ACTR3B"
"ENSG00000133641","RLIG1"
"ENSG00000133678","TMEM254"
"ENSG00000133704","IPO8"
"ENSG00000133706","LARS1"
"ENSG00000133731","IMPA1"
"ENSG00000133773","CCDC59"
"ENSG00000133789","SWAP70"
"ENSG00000133794","BMAL1"
"ENSG00000133812","SBF2"
"ENSG00000133818","RRAS2"
"ENSG00000133835","HSD17B4"
"ENSG00000133858","ZFC3H1"
"ENSG00000133872","SARAF"
"ENSG00000133884","DPF2"
"ENSG00000133895","MEN1"
"ENSG00000133935","ERG28"
"ENSG00000133943","DGLUCY"
"ENSG00000133961","NUMB"
"ENSG00000134001","EIF2S1"
"ENSG00000134014","ELP3"
"ENSG00000134046","MBD2"
"ENSG00000134072","CAMK1"
"ENSG00000134077","THUMPD3"
"ENSG00000134108","ARL8B"
"ENSG00000134109","EDEM1"
"ENSG00000134146","DPH6"
"ENSG00000134152","KATNBL1"
"ENSG00000134153","EMC7"
"ENSG00000134186","PRPF38B"
"ENSG00000134202","GSTM3"
"ENSG00000134243","SORT1"
"ENSG00000134255","CEPT1"
"ENSG00000134262","AP4B1"
"ENSG00000134265","NAPG"
"ENSG00000134283","PPHLN1"
"ENSG00000134287","ARF3"
"ENSG00000134294","SLC38A2"
"ENSG00000134313","KIDINS220"
"ENSG00000134330","IAH1"
"ENSG00000134333","LDHA"
"ENSG00000134371","CDC73"
"ENSG00000134375","TIMM17A"
"ENSG00000134440","NARS1"
"ENSG00000134444","RELCH"
"ENSG00000134452","FBH1"
"ENSG00000134453","RBM17"
"ENSG00000134461","ANKRD16"
"ENSG00000134480","CCNH"
"ENSG00000134574","DDB2"
"ENSG00000134575","ACP2"
"ENSG00000134597","RBMX2"
"ENSG00000134644","PUM1"
"ENSG00000134684","YARS1"
"ENSG00000134686","PHC2"
"ENSG00000134697","GNL2"
"ENSG00000134698","AGO4"
"ENSG00000134717","BTF3L4"
"ENSG00000134744","TUT4"
"ENSG00000134748","PRPF38A"
"ENSG00000134758","RNF138"
"ENSG00000134759","ELP2"
"ENSG00000134779","TPGS2"
"ENSG00000134809","TIMM10"
"ENSG00000134824","FADS2"
"ENSG00000134825","TMEM258"
"ENSG00000134851","TMEM165"
"ENSG00000134852","CLOCK"
"ENSG00000134882","UBAC2"
"ENSG00000134897","BIVM"
"ENSG00000134900","TPP2"
"ENSG00000134905","CARS2"
"ENSG00000134910","STT3A"
"ENSG00000134982","APC"
"ENSG00000134987","WDR36"
"ENSG00000134996","OSTF1"
"ENSG00000135018","UBQLN1"
"ENSG00000135040","NAA35"
"ENSG00000135049","AGTPBP1"
"ENSG00000135052","GOLM1"
"ENSG00000135070","ISCA1"
"ENSG00000135090","TAOK3"
"ENSG00000135093","USP30"
"ENSG00000135108","FBXO21"
"ENSG00000135124","P2RX4"
"ENSG00000135148","TRAFD1"
"ENSG00000135164","DMTF1"
"ENSG00000135211","TMEM60"
"ENSG00000135241","PNPLA8"
"ENSG00000135249","RINT1"
"ENSG00000135250","SRPK2"
"ENSG00000135297","MTO1"
"ENSG00000135315","CEP162"
"ENSG00000135316","SYNCRIP"
"ENSG00000135317","SNX14"
"ENSG00000135334","AKIRIN2"
"ENSG00000135336","ORC3"
"ENSG00000135341","MAP3K7"
"ENSG00000135365","PHF21A"
"ENSG00000135372","NAT10"
"ENSG00000135387","CAPRIN1"
"ENSG00000135392","DNAJC14"
"ENSG00000135404","CD63"
"ENSG00000135446","CDK4"
"ENSG00000135452","TSPAN31"
"ENSG00000135457","TFCP2"
"ENSG00000135469","COQ10A"
"ENSG00000135473","PAN2"
"ENSG00000135506","OS9"
"ENSG00000135521","LTV1"
"ENSG00000135587","SMPD2"
"ENSG00000135597","REPS1"
"ENSG00000135617","PRADC1"
"ENSG00000135624","CCT7"
"ENSG00000135632","SMYD5"
"ENSG00000135637","CCDC142"
"ENSG00000135655","USP15"
"ENSG00000135677","GNS"
"ENSG00000135679","MDM2"
"ENSG00000135698","MPHOSPH6"
"ENSG00000135720","DYNC1LI2"
"ENSG00000135766","EGLN1"
"ENSG00000135775","COG2"
"ENSG00000135776","ABCB10"
"ENSG00000135778","NTPCR"
"ENSG00000135801","TAF5L"
"ENSG00000135821","GLUL"
"ENSG00000135823","STX6"
"ENSG00000135829","DHX9"
"ENSG00000135837","CEP350"
"ENSG00000135845","PIGC"
"ENSG00000135862","LAMC1"
